ID,frame,gesture,joint,person_idx,video_idx,x,y
0,0,ASL_letter_R,hand_position,103860.0,1,0.0,0.0
1,0,ASL_letter_R,root,103860.0,1,464.2822276475695,539.6422200520834
2,0,ASL_letter_R,thumb_1,103860.0,1,389.6155609809027,466.0422200520834
3,0,ASL_letter_R,thumb_2,103860.0,1,351.21556098090275,484.1755533854168
4,0,ASL_letter_R,thumb_3,103860.0,1,353.3488943142361,512.9755533854168
5,0,ASL_letter_R,index_1,103860.0,1,322.41556098090274,492.7088867187501
6,0,ASL_letter_R,index_2,103860.0,1,288.28222764756936,493.7755533854168
7,0,ASL_letter_R,index_3,103860.0,1,257.3488943142361,499.1088867187501
8,0,ASL_letter_R,index_4,103860.0,1,228.5488943142361,504.4422200520835
9,0,ASL_letter_R,middle_1,103860.0,1,318.14889431423603,519.3755533854168
10,0,ASL_letter_R,middle_2,103860.0,1,276.54889431423607,525.7755533854167
11,0,ASL_letter_R,middle_3,103860.0,1,241.34889431423605,517.2422200520834
12,0,ASL_letter_R,middle_4,103860.0,1,205.08222764756937,508.70888671875
13,0,ASL_letter_R,ring_1,103860.0,1,342.68222764756945,560.9755533854167
14,0,ASL_letter_R,ring_2,103860.0,1,317.0822276475694,537.5088867187501
15,0,ASL_letter_R,ring_3,103860.0,1,353.3488943142361,531.10888671875
16,0,ASL_letter_R,ring_4,103860.0,1,0.0,0.0
17,0,ASL_letter_R,pinky_1,103860.0,1,366.1488943142361,587.6422200520834
18,0,ASL_letter_R,pinky_2,103860.0,1,364.0155609809028,555.6422200520834
19,0,ASL_letter_R,pinky_3,103860.0,1,393.88222764756944,548.1755533854167
20,0,ASL_letter_R,pinky_4,103860.0,1,416.2822276475695,550.30888671875
21,1,ASL_letter_R,hand_position,103860.0,1,0.0,0.0
22,1,ASL_letter_R,root,103860.0,1,463.141997762512,539.5686568336926
23,1,ASL_letter_R,thumb_1,103860.0,1,388.62245753262687,465.9686568336926
24,1,ASL_letter_R,thumb_2,103860.0,1,350.1488943142361,484.12038097162366
25,1,ASL_letter_R,thumb_3,103860.0,1,352.1351012107878,513.085898213003
26,1,ASL_letter_R,index_1,103860.0,1,321.31211270504065,492.7088867187501
27,1,ASL_letter_R,index_2,103860.0,1,287.1419977625119,493.7939441900144
28,1,ASL_letter_R,index_3,103860.0,1,256.2270552337763,499.1272775233478
29,1,ASL_letter_R,index_4,103860.0,1,227.3718828199832,504.4238292474858
30,1,ASL_letter_R,middle_1,103860.0,1,317.04544603837394,519.4491166038076
31,1,ASL_letter_R,middle_2,103860.0,1,275.4822276475694,525.7755533854167
32,1,ASL_letter_R,middle_3,103860.0,1,240.20866442917855,517.2606108566812
33,1,ASL_letter_R,middle_4,103860.0,1,204.0155609809027,508.7272775233477
34,1,ASL_letter_R,ring_1,103860.0,1,341.5052161533165,560.9755533854167
35,1,ASL_letter_R,ring_2,103860.0,1,315.9971701763051,537.5640591325432
36,1,ASL_letter_R,ring_3,103860.0,1,352.3006184521671,531.0904959141523
37,1,ASL_letter_R,ring_4,103860.0,1,0.0,0.0
38,1,ASL_letter_R,pinky_1,103860.0,1,365.13740006136254,587.7341740750719
39,1,ASL_letter_R,pinky_2,103860.0,1,362.87533109584535,555.6790016612788
40,1,ASL_letter_R,pinky_3,103860.0,1,392.6500437395235,548.2123349946121
41,1,ASL_letter_R,pinky_4,103860.0,1,415.0684345441212,550.3456683279454
42,2,ASL_letter_R,hand_position,103860.0,1,0.0,0.0
43,2,ASL_letter_R,root,103860.0,1,462.00176787745454,539.4950936153018
44,2,ASL_letter_R,thumb_1,103860.0,1,387.629354084351,465.8950936153018
45,2,ASL_letter_R,thumb_2,103860.0,1,349.0822276475694,484.06520855783054
46,2,ASL_letter_R,thumb_3,103860.0,1,350.92130810733954,513.1962430405893
47,2,ASL_letter_R,index_1,103860.0,1,320.2086644291786,492.7088867187501
48,2,ASL_letter_R,index_2,103860.0,1,286.0017678774544,493.8123349946122
49,2,ASL_letter_R,index_3,103860.0,1,255.10521615331652,499.1456683279455
50,2,ASL_letter_R,index_4,103860.0,1,226.1948713257303,504.40543844288806
51,2,ASL_letter_R,middle_1,103860.0,1,315.9419977625119,519.5226798221984
52,2,ASL_letter_R,middle_2,103860.0,1,274.41556098090274,525.7755533854167
53,2,ASL_letter_R,middle_3,103860.0,1,239.06843454412112,517.2790016612788
54,2,ASL_letter_R,middle_4,103860.0,1,202.94889431423604,508.7456683279455
55,2,ASL_letter_R,ring_1,103860.0,1,340.3282046590637,560.9755533854167
56,2,ASL_letter_R,ring_2,103860.0,1,314.91211270504067,537.6192315463363
57,2,ASL_letter_R,ring_3,103860.0,1,351.2523425900981,531.0721051095546
58,2,ASL_letter_R,ring_4,103860.0,1,0.0,0.0
59,2,ASL_letter_R,pinky_1,103860.0,1,364.12590580848894,587.8261280980604
60,2,ASL_letter_R,pinky_2,103860.0,1,361.7351012107879,555.7157832704743
61,2,ASL_letter_R,pinky_3,103860.0,1,391.4178598314775,548.2491166038076
62,2,ASL_letter_R,pinky_4,103860.0,1,413.85464144067294,550.3824499371409
63,3,ASL_letter_R,hand_position,103860.0,1,0.0,0.0
64,3,ASL_letter_R,root,103860.0,1,460.8615379923971,539.421530396911
65,3,ASL_letter_R,thumb_1,103860.0,1,386.6362506360752,465.821530396911
66,3,ASL_letter_R,thumb_2,103860.0,1,348.0155609809028,484.0100361440375
67,3,ASL_letter_R,thumb_3,103860.0,1,349.7075150038913,513.3065878681754
68,3,ASL_letter_R,index_1,103860.0,1,319.1052161533165,492.7088867187501
69,3,ASL_letter_R,index_2,103860.0,1,284.86153799239696,493.83072579920986
70,3,ASL_letter_R,index_3,103860.0,1,253.9833770728568,499.1640591325432
71,3,ASL_letter_R,index_4,103860.0,1,225.01785983147744,504.3870476382904
