ID,frame,gesture,joint,person_idx,video_idx,x,y
0,0,ASL_letter_C,hand_position,103860.0,1,0.0,0.0
1,0,ASL_letter_C,root,103860.0,1,469.0822276475694,519.2511067708334
2,0,ASL_letter_C,thumb_1,103860.0,1,413.6155609809028,472.3177734375001
3,0,ASL_letter_C,thumb_2,103860.0,1,392.28222764756936,452.05110677083337
4,0,ASL_letter_C,thumb_3,103860.0,1,366.6822276475695,433.9177734375001
5,0,ASL_letter_C,index_1,103860.0,1,0.0,0.0
6,0,ASL_letter_C,index_2,103860.0,1,0.0,0.0
7,0,ASL_letter_C,index_3,103860.0,1,0.0,0.0
8,0,ASL_letter_C,index_4,103860.0,1,0.0,0.0
9,0,ASL_letter_C,middle_1,103860.0,1,0.0,0.0
10,0,ASL_letter_C,middle_2,103860.0,1,297.3488943142361,542.7177734375001
11,0,ASL_letter_C,middle_3,103860.0,1,287.74889431423605,492.5844401041667
12,0,ASL_letter_C,middle_4,103860.0,1,298.41556098090274,470.1844401041668
13,0,ASL_letter_C,ring_1,103860.0,1,366.6822276475695,559.7844401041667
14,0,ASL_letter_C,ring_2,103860.0,1,318.6822276475694,544.8511067708334
15,0,ASL_letter_C,ring_3,103860.0,1,300.5488943142361,501.1177734375001
16,0,ASL_letter_C,ring_4,103860.0,1,312.2822276475694,474.45110677083335
17,0,ASL_letter_C,pinky_1,103860.0,1,374.14889431423614,535.2511067708334
18,0,ASL_letter_C,pinky_2,103860.0,1,337.8822276475694,534.1844401041667
19,0,ASL_letter_C,pinky_3,103860.0,1,324.0155609809027,511.7844401041667
20,0,ASL_letter_C,pinky_4,103860.0,1,327.21556098090275,481.9177734375001
21,1,ASL_letter_C,hand_position,103860.0,1,0.0,0.0
22,1,ASL_letter_C,root,103860.0,1,468.1626874176844,519.0702642331179
23,1,ASL_letter_C,thumb_1,103860.0,1,412.7695839694085,472.17371250898
24,1,ASL_letter_C,thumb_2,103860.0,1,391.5465954636613,451.98060906070407
25,1,ASL_letter_C,thumb_3,103860.0,1,366.0569402912476,433.6633676813937
26,1,ASL_letter_C,index_1,103860.0,1,0.0,0.0
27,1,ASL_letter_C,index_2,103860.0,1,0.0,0.0
28,1,ASL_letter_C,index_3,103860.0,1,0.0,0.0
29,1,ASL_letter_C,index_4,103860.0,1,0.0,0.0
30,1,ASL_letter_C,middle_1,103860.0,1,0.0,0.0
31,1,ASL_letter_C,middle_2,103860.0,1,296.3190092567648,542.389804463003
32,1,ASL_letter_C,middle_3,103860.0,1,286.7925724751556,492.2564711296696
33,1,ASL_letter_C,middle_4,103860.0,1,297.6431471877993,469.8564711296696
34,1,ASL_letter_C,ring_1,103860.0,1,365.57877937170736,559.7507240032328
35,1,ASL_letter_C,ring_2,103860.0,1,317.5052161533165,544.5967010147272
36,1,ASL_letter_C,ring_3,103860.0,1,299.62935408435106,500.9001492905892
37,1,ASL_letter_C,ring_4,103860.0,1,311.3626874176844,474.2334826239224
38,1,ASL_letter_C,pinky_1,103860.0,1,373.1266720920139,535.4449340820313
39,1,ASL_letter_C,pinky_2,103860.0,1,336.8523425900981,534.077160784842
40,1,ASL_letter_C,pinky_3,103860.0,1,322.9856759234314,511.493252738865
41,1,ASL_letter_C,pinky_4,103860.0,1,326.1488943142361,481.7369308997845
42,2,ASL_letter_C,hand_position,103860.0,1,0.0,0.0
43,2,ASL_letter_C,root,103860.0,1,467.2431471877993,518.8894216954023
44,2,ASL_letter_C,thumb_1,103860.0,1,411.9236069579143,472.0296515804599
45,2,ASL_letter_C,thumb_2,103860.0,1,390.81096327975325,451.9101113505748
46,2,ASL_letter_C,thumb_3,103860.0,1,365.43165293492575,433.4089619252874
47,2,ASL_letter_C,index_1,103860.0,1,0.0,0.0
48,2,ASL_letter_C,index_2,103860.0,1,0.0,0.0
49,2,ASL_letter_C,index_3,103860.0,1,0.0,0.0
50,2,ASL_letter_C,index_4,103860.0,1,0.0,0.0
51,2,ASL_letter_C,middle_1,103860.0,1,0.0,0.0
52,2,ASL_letter_C,middle_2,103860.0,1,295.28912419929355,542.0618354885058
53,2,ASL_letter_C,middle_3,103860.0,1,285.83625063607514,491.92850215517245
54,2,ASL_letter_C,middle_4,103860.0,1,296.87073339469583,469.5285021551725
55,2,ASL_letter_C,ring_1,103860.0,1,364.4753310958453,559.7170079022989
56,2,ASL_letter_C,ring_2,103860.0,1,316.32820465906366,544.3422952586208
57,2,ASL_letter_C,ring_3,103860.0,1,298.709813854466,500.6825251436783
58,2,ASL_letter_C,ring_4,103860.0,1,310.4431471877993,474.01585847701153
59,2,ASL_letter_C,pinky_1,103860.0,1,372.1044498697917,535.6387613932293
60,2,ASL_letter_C,pinky_2,103860.0,1,335.82245753262686,533.9698814655172
61,2,ASL_letter_C,pinky_3,103860.0,1,321.9557908659602,511.2020653735633
62,2,ASL_letter_C,pinky_4,103860.0,1,325.0822276475694,481.556088362069
63,3,ASL_letter_C,hand_position,103860.0,1,0.0,0.0
64,3,ASL_letter_C,root,103860.0,1,466.3236069579143,518.7085791576868
65,3,ASL_letter_C,thumb_1,103860.0,1,411.07762994642,471.8855906519397
66,3,ASL_letter_C,thumb_2,103860.0,1,390.0753310958452,451.8396136404455
67,3,ASL_letter_C,thumb_3,103860.0,1,364.8063655786039,433.1545561691811
68,3,ASL_letter_C,index_1,103860.0,1,0.0,0.0
69,3,ASL_letter_C,index_2,103860.0,1,0.0,0.0
70,3,ASL_letter_C,index_3,103860.0,1,0.0,0.0
71,3,ASL_letter_C,index_4,103860.0,1,0.0,0.0
72,3,ASL_letter_C,middle_1,103860.0,1,0.0,0.0
73,3,ASL_letter_C,middle_2,103860.0,1,294.25923914182226,541.7338665140087
74,3,ASL_letter_C,middle_3,103860.0,1,284.87992879699465,491.6005331806753
75,3,ASL_letter_C,middle_4,103860.0,1,296.0983196015924,469.2005331806754
76,3,ASL_letter_C,ring_1,103860.0,1,363.3718828199832,559.683291801365
